gameid,teamname,result,assists,teamkills,teamdeaths,teamkda,dragons,barons,dragons&barons,towers,inhibitors,tower&inhibitors,damagetochampions,visionscore,earnedgold
ESPORTSTMNT03_2545552,DRX,1,24,11,9,3.888888889,2,2,4,8,1,9,82878,397,48978
ESPORTSTMNT03_2546764,DRX,0,10,6,19,0.842105263,0,0,0,1,0,1,42094,236,31044
ESPORTSTMNT03_2546797,DRX,0,10,4,13,1.076923077,3,0,3,3,0,3,92346,326,38081
ESPORTSTMNT03_2569332,DRX,1,31,11,3,14,4,1,5,10,1,11,44937,239,42104
ESPORTSTMNT03_2569376,DRX,0,20,10,14,2.142857143,1,0,1,2,0,2,53558,242,32540
ESPORTSTMNT03_2569382,DRX,1,42,13,8,6.875,3,1,4,11,3,14,53377,205,37400
ESPORTSTMNT03_2580261,DRX,0,16,8,18,1.333333333,1,0,1,3,0,3,54182,173,30552
ESPORTSTMNT03_2580298,DRX,0,21,10,19,1.631578947,0,1,1,4,0,4,46272,250,33297
ESPORTSTMNT01_2735442,DRX,1,47,23,16,4.375,4,1,5,9,2,11,106963,322,50333
ESPORTSTMNT01_2735520,DRX,1,41,19,11,5.454545455,3,1,4,11,3,14,59751,207,40419
ESPORTSTMNT01_2780901,DRX,1,63,29,5,18.4,3,2,5,10,3,13,92050,266,43145
ESPORTSTMNT01_2770975,DRX,1,32,14,5,9.2,3,1,4,9,1,10,57513,190,38679
ESPORTSTMNT01_2782567,DRX,1,42,18,11,5.454545455,4,1,5,8,1,9,64551,298,43513
ESPORTSTMNT01_2782631,DRX,1,19,10,4,7.25,3,1,4,7,1,8,38811,291,36595
ESPORTSTMNT04_2210486,DRX,0,0,0,14,0,0,0,0,3,0,3,47968,198,31341
ESPORTSTMNT04_2210500,DRX,1,36,16,11,4.727272727,4,1,5,10,2,12,59392,407,50061
ESPORTSTMNT04_2210501,DRX,1,15,14,6,4.833333333,3,1,4,11,3,14,74391,264,39673
ESPORTSTMNT02_2671880,DRX,0,6,4,18,0.555555556,0,0,0,1,0,1,34989,161,21996
ESPORTSTMNT02_2662077,DRX,0,3,1,17,0.235294118,1,0,1,1,0,1,42294,157,21769
ESPORTSTMNT02_2672727,DRX,0,8,4,16,0.75,1,0,1,1,0,1,31807,213,24457
ESPORTSTMNT02_2672743,DRX,0,21,9,21,1.428571429,0,0,0,2,0,2,50757,233,29483
ESPORTSTMNT02_2663759,DRX,0,12,6,21,0.857142857,2,0,2,5,0,5,81893,317,39067
ESPORTSTMNT02_2673595,DRX,1,42,18,16,3.75,3,0,3,9,1,10,108944,353,46668
ESPORTSTMNT02_2673596,DRX,0,9,4,13,1,3,0,3,4,0,4,59521,324,32481
ESPORTSTMNT02_2673599,DRX,1,47,19,10,6.6,3,2,5,10,2,12,76976,240,39447
ESPORTSTMNT02_2673605,DRX,0,19,7,16,1.625,2,1,3,7,1,8,42615,356,37004
ESPORTSTMNT02_2820303,DRX,1,45,17,16,3.875,3,2,5,11,4,15,100746,442,62267
ESPORTSTMNT02_2820359,DRX,1,45,17,16,3.875,4,2,6,7,1,8,126725,383,49441
ESPORTSTMNT02_2830660,DRX,1,24,10,5,6.8,5,2,7,11,3,14,85476,389,55608
ESPORTSTMNT02_2830678,DRX,1,31,11,5,8.4,4,2,6,9,1,10,70810,376,47902
ESPORTSTMNT03_2795619,DRX,1,54,19,3,24.33333333,3,1,4,8,1,9,62244,213,37562
ESPORTSTMNT03_2795673,DRX,0,39,12,17,3,0,0,0,3,0,3,62975,233,34447
ESPORTSTMNT03_2795690,DRX,1,9,9,6,3,2,2,4,11,3,14,70382,299,41009
ESPORTSTMNT03_2787149,DRX,1,52,21,14,5.214285714,5,1,6,9,1,10,90310,317,47824
ESPORTSTMNT03_2787163,DRX,1,34,14,2,24,4,1,5,9,1,10,48841,322,41936
ESPORTSTMNT06_2510001,DRX,0,23,11,20,1.7,0,0,0,3,0,3,57849,181,29845
ESPORTSTMNT06_2510009,DRX,1,31,13,5,8.8,5,2,7,8,1,9,94048,351,49996
ESPORTSTMNT06_2500014,DRX,0,25,9,15,2.266666667,1,1,2,0,0,0,60212,210,33744
ESPORTSTMNT06_2500166,DRX,0,24,10,18,1.888888889,3,1,4,4,0,4,74625,340,40973
ESPORTSTMNT06_2500194,DRX,0,5,2,16,0.4375,1,0,1,2,0,2,54477,236,27905
ESPORTSTMNT04_2431278,DRX,1,51,20,5,14.2,4,1,5,10,2,12,75112,263,43173
ESPORTSTMNT04_2411208,DRX,0,15,7,15,1.466666667,2,0,2,3,0,3,86554,318,40679
ESPORTSTMNT04_2411209,DRX,1,37,15,6,8.666666667,3,2,5,11,5,16,84369,345,44776
ESPORTSTMNT04_2411510,DRX,0,31,13,10,4.4,4,1,5,8,2,10,115203,318,47135
ESPORTSTMNT04_2411522,DRX,0,10,6,12,1.333333333,0,0,0,1,0,1,44968,165,26506
ESPORTSTMNT05_2951924,DRX,1,26,13,6,6.5,4,2,6,11,5,16,117209,344,46696
ESPORTSTMNT05_2951965,DRX,0,18,9,15,1.8,3,0,3,5,0,5,97134,343,44498
ESPORTSTMNT05_2951988,DRX,0,26,9,17,2.058823529,1,0,1,1,0,1,60515,182,26397
ESPORTSTMNT05_2942496,DRX,0,4,1,13,0.384615385,0,0,0,2,0,2,43685,166,21717
ESPORTSTMNT05_2942515,DRX,0,26,15,18,2.277777778,3,0,3,5,0,5,53375,256,37187
ESPORTSTMNT05_2980201,DRX,0,3,1,11,0.363636364,0,0,0,0,0,0,54541,229,28404
ESPORTSTMNT05_2980212,DRX,1,43,14,10,5.7,2,1,3,9,1,10,79031,258,40080
ESPORTSTMNT05_2980213,DRX,1,62,24,11,7.818181818,4,2,6,9,1,10,109688,352,50535
ESPORTSTMNT05_2980527,DRX,1,32,14,5,9.2,2,1,3,8,1,9,51636,188,35077
ESPORTSTMNT05_2980537,DRX,0,1,1,10,0.2,1,0,1,2,0,2,43310,175,22401
ESPORTSTMNT05_2980538,DRX,1,59,22,13,6.230769231,4,2,6,8,1,9,86847,297,42403
ESPORTSTMNT06_2531151,DRX,0,10,4,17,0.823529412,0,0,0,2,0,2,63815,235,31980
ESPORTSTMNT06_2531168,DRX,0,18,9,27,1,0,1,1,0,0,0,49980,192,28191
ESPORTSTMNT06_2531436,DRX,0,29,12,19,2.157894737,3,1,4,4,0,4,88087,327,38837
ESPORTSTMNT06_2531445,DRX,1,40,16,7,8,4,1,5,8,1,9,76731,363,47027
ESPORTSTMNT06_2531452,DRX,0,17,7,24,1,0,0,0,1,0,1,39773,157,23662
ESPORTSTMNT06_2542141,DRX,1,82,34,20,5.8,3,3,6,9,2,11,131029,363,54396
ESPORTSTMNT06_2542154,DRX,0,24,10,15,2.266666667,1,1,2,3,0,3,91793,410,45722
ESPORTSTMNT06_2532177,DRX,1,40,14,7,7.714285714,3,1,4,9,2,11,67872,188,34023
ESPORTSTMNT06_2542223,DRX,1,57,17,6,12.33333333,5,1,6,8,1,9,72911,307,46574
ESPORTSTMNT06_2542228,DRX,1,36,11,6,7.833333333,5,1,6,10,2,12,68333,308,43183
ESPORTSTMNT04_2470875,DRX,0,6,2,17,0.470588235,0,0,0,1,0,1,31133,122,21427
ESPORTSTMNT04_2470904,DRX,0,0,0,16,0,0,0,0,3,0,3,38308,133,21889
ESPORTSTMNT04_2471371,DRX,1,36,16,3,17.33333333,2,1,3,10,3,13,72272,267,40804
ESPORTSTMNT04_2471384,DRX,0,35,14,22,2.227272727,2,0,2,3,0,3,79040,244,35039
ESPORTSTMNT04_2471386,DRX,0,15,7,18,1.222222222,0,0,0,0,0,0,49812,181,26296
ESPORTSTMNT04_2451564,DRX,0,14,6,16,1.25,2,0,2,3,0,3,61723,205,28857
ESPORTSTMNT04_2451579,DRX,0,22,8,19,1.578947368,0,0,0,2,0,2,68031,244,30650
ESPORTSTMNT04_2451580,DRX,1,45,18,7,9,4,2,6,11,4,15,71872,288,44582
ESPORTSTMNT04_2451582,DRX,0,41,13,13,4.153846154,3,0,3,5,0,5,155666,471,51448
ESPORTSTMNT04_2472175,DRX,1,48,18,11,6,2,2,4,9,1,10,104302,349,52067
ESPORTSTMNT04_2472185,DRX,0,13,6,22,0.863636364,0,0,0,4,0,4,43341,199,27264
ESPORTSTMNT04_2472186,DRX,0,19,9,20,1.4,0,1,1,2,0,2,57284,190,30338
ESPORTSTMNT04_2472189,DRX,1,40,14,11,4.909090909,1,1,2,8,1,9,89341,278,40011
ESPORTSTMNT04_2472191,DRX,1,37,14,4,12.75,4,2,6,10,1,11,64733,285,41285
ESPORTSTMNT04_2472218,DRX,1,55,19,7,10.57142857,3,1,4,9,1,10,92155,297,47554
ESPORTSTMNT04_2472225,DRX,0,17,9,21,1.238095238,1,1,2,4,0,4,103144,304,41942
ESPORTSTMNT04_2472226,DRX,0,12,5,14,1.214285714,0,0,0,2,0,2,43972,169,28285
ESPORTSTMNT04_2472227,DRX,1,19,11,6,5,4,1,5,10,2,12,78048,287,43436
ESPORTSTMNT04_2472230,DRX,1,57,23,3,26.66666667,3,1,4,8,1,9,55092,169,35381
ESPORTSTMNT02_3042025,DRX,1,45,18,9,7,4,1,5,9,2,11,93449,351,50225
ESPORTSTMNT02_3052843,DRX,1,22,11,3,11,2,1,3,8,1,9,62740,175,32696
ESPORTSTMNT02_3052865,DRX,1,48,26,10,7.4,3,1,4,11,2,13,84517,163,40521
ESPORTSTMNT02_3053311,DRX,1,44,23,5,13.4,2,1,3,7,1,8,73526,144,32651
ESPORTSTMNT02_3042921,DRX,1,29,14,10,4.3,0,0,0,7,1,8,83053,261,38303
ESPORTSTMNT02_3045416,DRX,0,26,10,20,1.8,1,0,1,3,0,3,72442,268,35065
ESPORTSTMNT02_3056394,DRX,1,37,15,2,26,3,1,4,10,1,11,50279,301,42310
ESPORTSTMNT02_3056721,DRX,1,28,15,6,7.166666667,1,1,2,7,1,8,39261,186,31265
ESPORTSTMNT02_3057894,DRX,1,31,20,4,12.75,4,1,5,10,2,12,65094,246,43810
ESPORTSTMNT02_3057911,DRX,1,44,19,7,9,1,2,3,11,3,14,93108,269,44854
ESPORTSTMNT02_3057923,DRX,0,7,3,15,0.666666667,0,0,0,3,0,3,64052,300,32431
ESPORTSTMNT02_3057927,DRX,1,33,16,5,9.8,1,1,2,8,1,9,49967,161,33292
ESPORTSTMNT02_3048763,DRX,0,15,9,15,1.6,3,0,3,6,1,7,70704,350,37545
ESPORTSTMNT02_3048774,DRX,0,20,11,18,1.722222222,1,2,3,10,2,12,112344,357,50079
ESPORTSTMNT02_3048779,DRX,1,24,9,8,4.125,4,1,5,9,2,11,75612,349,49284
ESPORTSTMNT02_3048784,DRX,1,50,18,11,6.181818182,4,2,6,10,2,12,109634,423,46990
ESPORTSTMNT02_3048787,DRX,1,35,18,7,7.571428571,4,1,5,9,1,10,106155,298,48831
ESPORTSTMNT02_3059851,DRX,0,3,2,12,0.416666667,2,0,2,2,0,2,42137,191,25389
ESPORTSTMNT02_3059852,DRX,1,23,9,3,10.66666667,5,1,6,8,1,9,69559,344,44672
ESPORTSTMNT02_3059853,DRX,1,34,20,5,10.8,3,1,4,8,1,9,61284,225,39369
ESPORTSTMNT02_3059854,DRX,1,44,15,8,7.375,4,2,6,10,2,12,81417,357,45320
ESPORTSTMNT02_3080864,DRX,0,11,5,15,1.066666667,1,0,1,0,0,0,53350,219,29929
ESPORTSTMNT02_3080870,DRX,1,36,17,13,4.076923077,3,1,4,9,1,10,110582,382,50865
ESPORTSTMNT02_3080871,DRX,0,30,12,12,3.5,2,0,2,3,0,3,66134,239,32733
ESPORTSTMNT02_3080872,DRX,1,26,14,4,10,3,1,4,9,2,11,75746,237,35787
ESPORTSTMNT02_3080905,DRX,1,37,19,10,5.6,5,0,5,8,1,9,87963,418,47529
ESPORTSTMNT03/1681444,DRX,1,35,13,8,6,3,1,4,11,3,14,62156,345,45950
ESPORTSTMNT03/1681477,DRX,0,5,2,19,0.368421053,0,0,0,0,0,0,55752,197,24053
ESPORTSTMNT03/1681511,DRX,1,29,11,4,10,3,1,4,10,2,12,80809,320,44423
ESPORTSTMNT01/1691411,DRX,0,12,5,21,0.80952381,0,0,0,3,0,3,34492,156,24933
ESPORTSTMNT01/1691433,DRX,1,36,14,6,8.333333333,2,1,3,9,1,10,55647,208,34442
ESPORTSTMNT01/1691436,DRX,0,14,10,23,1.043478261,1,0,1,5,0,5,68666,256,33571
ESPORTSTMNT01/1683124,DRX,0,10,5,10,1.5,2,0,2,5,0,5,39993,245,32917
ESPORTSTMNT01/1683151,DRX,1,61,22,7,11.85714286,3,1,4,11,2,13,77207,263,44339
ESPORTSTMNT01/1683165,DRX,1,51,23,12,6.166666667,4,1,5,7,2,9,84310,358,51821
